Average
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.455624454137066e-21
3.455624454137066e-21
0.0
1.600025600409606e-05
-1.6000256004096065e-05
-1.6000256004096065e-05
0.0
-1.6000256004096065e-05
1.6000256004096065e-05
1.6000256004096065e-05
-1.6000256004096065e-05
1.600025600409607e-05
1.6000256004096065e-05
1.6000256004096065e-05
0.0
0.0
-3.200051200819213e-05
1.6000256004096065e-05
-3.2000512008192136e-05
-6.911248908274132e-21
-1.6000256004096065e-05
0.0
-1.600025600409607e-05
0.0
0.0
3.200051200819213e-05
1.6000256004096065e-05
1.6000256004096065e-05
0.0
-1.6000256004096065e-05
0.0
0.0
-1.6000256004096065e-05
